ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Genre
0679893105,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1998,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679893105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679893105.01.LZZZZZZZ.jpg,Juvenile Fiction
0553213180,Anne's House of Dreams,L.M. MONTGOMERY,1983,Bantam Classics,http://images.amazon.com/images/P/0553213180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213180.01.LZZZZZZZ.jpg,Juvenile Fiction
0553279378,I Know Why the Caged Bird Sings,MAYA ANGELOU,1983,Bantam,http://images.amazon.com/images/P/0553279378.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553279378.01.LZZZZZZZ.jpg,Biography & Autobiography
0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese,http://images.amazon.com/images/P/0385503857.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385503857.01.LZZZZZZZ.jpg,Genetic engineering
0061009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061009059.01.LZZZZZZZ.jpg,N/A
0743444477,Letters for Emily,Camron Wright,2003,Pocket,http://images.amazon.com/images/P/0743444477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743444477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743444477.01.LZZZZZZZ.jpg,Fiction
0141301058,The BFG,Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301058.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301058.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301058.01.LZZZZZZZ.jpg,Juvenile Fiction
0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks,1999,HarperTrophy,http://images.amazon.com/images/P/0380702843.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380702843.01.LZZZZZZZ.jpg,Juvenile Fiction
0679430946,The Hot Zone,Richard Preston,1994,Random House,http://images.amazon.com/images/P/0679430946.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679430946.01.LZZZZZZZ.jpg,Science
8845205118,Il Piccolo Principe Prince Italn,Antoine de Saint-Exup̩ry,0,Bompiani Italian,http://images.amazon.com/images/P/8845205118.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8845205118.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8845205118.01.LZZZZZZZ.jpg,Juvenile Fiction
0451173317,"The Waste Lands (The Dark Tower, Book 3)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451173317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451173317.01.LZZZZZZZ.jpg,Fiction
0671880314,Schindler's List,Thomas Keneally,1993,Touchstone,http://images.amazon.com/images/P/0671880314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671880314.01.LZZZZZZZ.jpg,Fiction
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg,Fiction
0060929790,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998,Perennial,http://images.amazon.com/images/P/0060929790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060929790.01.LZZZZZZZ.jpg,Fiction
0425147622,The Body Farm,Patricia Daniels Cornwell,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425147622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425147622.01.LZZZZZZZ.jpg,N/A
3551551936,Harry Potter Und Der Feuerkelch,Joanne K. Rowling,1999,Carlsen Verlag GmbH,http://images.amazon.com/images/P/3551551936.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3551551936.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3551551936.01.LZZZZZZZ.jpg,Fiction
0441008615,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,2001,Ace Books,http://images.amazon.com/images/P/0441008615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441008615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441008615.01.LZZZZZZZ.jpg,Fiction
0064404994,"The Lion, the Witch and the Wardrobe (rpkg) (Narnia)",C. S. Lewis,1994,HarperTrophy,http://images.amazon.com/images/P/0064404994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064404994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064404994.01.LZZZZZZZ.jpg,Juvenile Fiction
0553287893,Rendezvous with Rama,Arthur C. Clarke,1990,Bantam,http://images.amazon.com/images/P/0553287893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553287893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553287893.01.LZZZZZZZ.jpg,Fiction
0807083054,Kindred (Black Women Writers Series),Octavia Butler,1988,Beacon Press,http://images.amazon.com/images/P/0807083054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807083054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807083054.01.LZZZZZZZ.jpg,Fiction
0440487617,A Wind in the Door,Madeleine L'Engle,1974,Yearling Books,http://images.amazon.com/images/P/0440487617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440487617.01.LZZZZZZZ.jpg,Juvenile Fiction
0894808249,All I Need to Know I Learned from My Cat,Suzy Becker,1990,Workman Publishing,http://images.amazon.com/images/P/0894808249.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0894808249.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0894808249.01.LZZZZZZZ.jpg,Humor
0671867156,Pretend You Don't See Her,Mary Higgins Clark,1998,Pocket,http://images.amazon.com/images/P/0671867156.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867156.01.LZZZZZZZ.jpg,Fiction
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,http://images.amazon.com/images/P/0385486804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385486804.01.LZZZZZZZ.jpg,BIOGRAPHY & AUTOBIOGRAPHY
0345418913,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1997,Ballantine Books,http://images.amazon.com/images/P/0345418913.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418913.01.LZZZZZZZ.jpg,N/A
0316710571,Sam's Letters to Jennifer,James Patterson,2004,"Little, Brown",http://images.amazon.com/images/P/0316710571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316710571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316710571.01.LZZZZZZZ.jpg,N/A
0553351397,Peace Is Every Step: The Path of Mindfulness in Everyday Life,Thich Nhat Hahn,1992,Random House,http://images.amazon.com/images/P/0553351397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553351397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553351397.01.LZZZZZZZ.jpg,"Body, Mind & Spirit"
0812517725,"The Great Hunt (The Wheel of Time, Book 2)",Robert Jordan,1991,Tor Fantasy,http://images.amazon.com/images/P/0812517725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517725.01.LZZZZZZZ.jpg,Fiction
014034294X,Matilda,Roald Dahl,1990,Puffin Books,http://images.amazon.com/images/P/014034294X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014034294X.01.LZZZZZZZ.jpg,Juvenile Fiction
080410526X,All I Really Need to Know,ROBERT FULGHUM,1989,Ivy Books,http://images.amazon.com/images/P/080410526X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/080410526X.01.LZZZZZZZ.jpg,Humor
0060096195,The Boy Next Door,Meggin Cabot,2002,Avon Trade,http://images.amazon.com/images/P/0060096195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060096195.01.LZZZZZZZ.jpg,N/A
0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill,http://images.amazon.com/images/P/0688170528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688170528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688170528.01.LZZZZZZZ.jpg,Fiction
0679879242,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,1996,Knopf Books for Young Readers,http://images.amazon.com/images/P/0679879242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679879242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679879242.01.LZZZZZZZ.jpg,Juvenile Fiction
0671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,http://images.amazon.com/images/P/0671042556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042556.01.LZZZZZZZ.jpg,Biography & Autobiography
0446353205,The Charm School,Nelson DeMille,1989,Warner Books,http://images.amazon.com/images/P/0446353205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.LZZZZZZZ.jpg,Fiction
0064408639,"The Austere Academy (A Series of Unfortunate Events, Book 5)",Lemony Snicket,2000,HarperCollins,http://images.amazon.com/images/P/0064408639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064408639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064408639.01.LZZZZZZZ.jpg,Juvenile Fiction
0064401871,A Little Princess,Frances Hodgson Burnett,1987,HarperTrophy,http://images.amazon.com/images/P/0064401871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064401871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064401871.01.LZZZZZZZ.jpg,Juvenile Fiction
020530902X,"The Elements of Style, Fourth Edition",William Strunk Jr.,2000,Pearson Higher Education,http://images.amazon.com/images/P/020530902X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/020530902X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/020530902X.01.LZZZZZZZ.jpg,Language Arts & Disciplines
0394800206,"Go, Dog, Go (I Can Read It All by Myself Beginner Books)",Philip D. Eastman,1961,Random House Children's Books,http://images.amazon.com/images/P/0394800206.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800206.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800206.01.LZZZZZZZ.jpg,Juvenile Fiction
0394800893,The Sneetches and Other Stories,Dr. Seuss,1961,Random House Children's Books,http://images.amazon.com/images/P/0394800893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800893.01.LZZZZZZZ.jpg,Juvenile Fiction
0380012863,Jonathan Livingston Seagull,Richard Bach,1976,Avon,http://images.amazon.com/images/P/0380012863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380012863.01.LZZZZZZZ.jpg,Fiction
0451188454,The Bone Collector (Lincoln Rhyme Novels (Paperback)),Jeff Deaver,2004,Signet Book,http://images.amazon.com/images/P/0451188454.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188454.01.LZZZZZZZ.jpg,Fiction
0812550757,Speaker for the Dead (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,http://images.amazon.com/images/P/0812550757.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812550757.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812550757.01.LZZZZZZZ.jpg,N/A
0671776975,A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES,Norman Maclean,1992,Pocket,http://images.amazon.com/images/P/0671776975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776975.01.LZZZZZZZ.jpg,Fiction
0836220498,Night Of Crash-Test Dummies,Gary Larson,1988,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836220498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836220498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836220498.01.LZZZZZZZ.jpg,Humor
8806143042,Almost blue (Stile libero),Carlo Lucarelli,1997,Einaudi,http://images.amazon.com/images/P/8806143042.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8806143042.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8806143042.01.LZZZZZZZ.jpg,Fiction
0553251481,Jitterbug Perfume,Tom Robbins,1985,Bantam Books,http://images.amazon.com/images/P/0553251481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553251481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553251481.01.LZZZZZZZ.jpg,Pilgrims and pilgrimages
0380818191,"Truth, The",Terry Pratchett,2001,HarperTorch,http://images.amazon.com/images/P/0380818191.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380818191.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380818191.01.LZZZZZZZ.jpg,Fiction
0967673747,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean Sasson,2001,Windsor-Brooke Books,http://images.amazon.com/images/P/0967673747.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0967673747.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0967673747.01.LZZZZZZZ.jpg,Biography & Autobiography
0441068804,The Blue Sword,Robin McKinley,1991,Ace Books,http://images.amazon.com/images/P/0441068804.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441068804.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441068804.01.LZZZZZZZ.jpg,Fiction
0689817851,Go Ask Alice,Anonymous,1998,Simon Pulse,http://images.amazon.com/images/P/0689817851.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689817851.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689817851.01.LZZZZZZZ.jpg,Juvenile Fiction
0515122734,Sanctuary,Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515122734.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122734.01.LZZZZZZZ.jpg,Fiction
0553574639,The Main Corpse (Culinary Mysteries (Paperback)),Diane Mott Davidson,1997,Bantam Books,http://images.amazon.com/images/P/0553574639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553574639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553574639.01.LZZZZZZZ.jpg,Fiction
0375701214,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY,1998,Vintage,http://images.amazon.com/images/P/0375701214.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701214.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701214.01.LZZZZZZZ.jpg,Biography & Autobiography
0345453743,The Ultimate Hitchhiker's Guide to the Galaxy,DOUGLAS ADAMS,2002,Del Rey,http://images.amazon.com/images/P/0345453743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345453743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345453743.01.LZZZZZZZ.jpg,Fiction
0064440508,A Kiss for Little Bear,Else Holmelund Minarik,1984,HarperTrophy,http://images.amazon.com/images/P/0064440508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064440508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064440508.01.LZZZZZZZ.jpg,Juvenile Fiction
0142004030,Lost in a Good Book (Thursday Next Novels (Penguin Books)),Jasper Fforde,2004,Penguin Books,http://images.amazon.com/images/P/0142004030.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142004030.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142004030.01.LZZZZZZZ.jpg,Fiction
0836218663,The Revenge Of The Baby-Sat,Bill Watterson,1991,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836218663.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836218663.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836218663.01.LZZZZZZZ.jpg,Comics & Graphic Novels
0684823780,Mere Christianity,C. S. Lewis,1996,Simon & Schuster,http://images.amazon.com/images/P/0684823780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684823780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684823780.01.LZZZZZZZ.jpg,Religion
0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar,1985,HarperTrophy,http://images.amazon.com/images/P/0380698714.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380698714.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380698714.01.LZZZZZZZ.jpg,Juvenile Fiction
0836213122,There's Treasure Everywhere--A Calvin and Hobbes Collection,Bill Watterson,1996,Andrews McMeel Publishing,http://images.amazon.com/images/P/0836213122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0836213122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0836213122.01.LZZZZZZZ.jpg,Humor
0515134481,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Jove Books,http://images.amazon.com/images/P/0515134481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515134481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515134481.01.LZZZZZZZ.jpg,Fiction
0812515285,A Fire Upon The Deep (Zones of Thought),Vernor Vinge,1993,Tor Science Fiction,http://images.amazon.com/images/P/0812515285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812515285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812515285.01.LZZZZZZZ.jpg,Fiction
067974388X,The Tightwad Gazette: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1993,Random House Inc,http://images.amazon.com/images/P/067974388X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067974388X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067974388X.01.LZZZZZZZ.jpg,Self-Help
0385498721,Survivor : A Novel,CHUCK PALAHNIUK,2000,Anchor,http://images.amazon.com/images/P/0385498721.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385498721.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385498721.01.LZZZZZZZ.jpg,Fiction
0394800796,How the Grinch Stole Christmas!,Dr. Seuss,1957,Random House Books for Young Readers,http://images.amazon.com/images/P/0394800796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394800796.01.LZZZZZZZ.jpg,Juvenile Fiction
0553242954,Anne of Green Gables (Bantam Starfire Book),L.M. Montgomery,1986,Bantam,http://images.amazon.com/images/P/0553242954.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553242954.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553242954.01.LZZZZZZZ.jpg,Adolescence
3551551693,Harry Potter und der Gefangene von Azkaban,J. K. Rowling,1999,Carlsen Verlag GmbH,http://images.amazon.com/images/P/3551551693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3551551693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3551551693.01.LZZZZZZZ.jpg,Fiction
0441001971,Circus of the Damned (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995,Ace Books,http://images.amazon.com/images/P/0441001971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441001971.01.LZZZZZZZ.jpg,"Blake, Anita (Fictitious character)"
0060168013,Pigs in Heaven,Barbara Kingsolver,1993,Harpercollins,http://images.amazon.com/images/P/0060168013.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060168013.01.LZZZZZZZ.jpg,Fiction
0425107469,Watchers,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425107469.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425107469.01.LZZZZZZZ.jpg,Artificial intelligence
0451194861,"Wizard and Glass (The Dark Tower, Book 4)",Stephen King,1998,Signet Book,http://images.amazon.com/images/P/0451194861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451194861.01.LZZZZZZZ.jpg,Fiction
0553258001,The Cider House Rules,John Irving,1986,Bantam Books,http://images.amazon.com/images/P/0553258001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553258001.01.LZZZZZZZ.jpg,Fiction
2070408507,Le Petit Prince,Antoine de Saint-Exup̩ry,1999,Gallimard,http://images.amazon.com/images/P/2070408507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070408507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070408507.01.LZZZZZZZ.jpg,French imprints
0762409533,TOLKIEN MAGNETIC POSTCARDS(tm) 12 Full-color Magnetic Postcards to Send or Save,Brothers Hildebrandt,2001,Running Press Book Publishers,http://images.amazon.com/images/P/0762409533.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0762409533.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0762409533.01.LZZZZZZZ.jpg,Fiction
0375826688,"Eragon (Inheritance, Book 1)",Christopher Paolini,2004,Knopf,http://images.amazon.com/images/P/0375826688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375826688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375826688.01.LZZZZZZZ.jpg,Dragons
0671776134,Plain Truth,Jodi Picoult,2001,Washington Square Press,http://images.amazon.com/images/P/0671776134.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671776134.01.LZZZZZZZ.jpg,Fiction
0316168688,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg,Fiction
0671001132,DEAD BY SUNSET : DEAD BY SUNSET,Ann Rule,1996,Pocket,http://images.amazon.com/images/P/0671001132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671001132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671001132.01.LZZZZZZZ.jpg,True Crime
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,http://images.amazon.com/images/P/0440940001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440940001.01.LZZZZZZZ.jpg,American literature
0399149155,Q Is for Quarry,Sue Grafton,2002,Putnam Publishing Group,http://images.amazon.com/images/P/0399149155.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0399149155.01.LZZZZZZZ.jpg,Fiction
0141301066,Matilda,Roald Dahl,1998,Puffin Books,http://images.amazon.com/images/P/0141301066.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141301066.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141301066.01.LZZZZZZZ.jpg,Braille books
037542217X,The Kalahari Typing School for Men : More from the No. 1 Ladies' Detective Agency,Alexander McCall Smith,2003,Pantheon,http://images.amazon.com/images/P/037542217X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037542217X.01.LZZZZZZZ.jpg,Fiction
0140133488,Crossing to Safety,Wallace Earle Stegner,1991,Penguin Books,http://images.amazon.com/images/P/0140133488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140133488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140133488.01.LZZZZZZZ.jpg,Fiction
0517122707,A Confederacy of Dunces,John Kennedy Toole,1995,Outlet Books Company,http://images.amazon.com/images/P/0517122707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517122707.01.LZZZZZZZ.jpg,N/A
0064471055,Prince Caspian (rack) : The Return to Narnia (Narnia),C. S. Lewis,1994,HarperCollins,http://images.amazon.com/images/P/0064471055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064471055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064471055.01.LZZZZZZZ.jpg,Juvenile Fiction
0440213525,The Client,John Grisham,1994,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg,Fiction
0316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,http://images.amazon.com/images/P/0316776963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316776963.01.LZZZZZZZ.jpg,Humor
0689818769,Frindle,Andrew Clements,1998,Aladdin,http://images.amazon.com/images/P/0689818769.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689818769.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689818769.01.LZZZZZZZ.jpg,Juvenile Fiction
0486284735,Pride and Prejudice (Dover Thrift Editions),Jane Austen,1995,Dover Publications,http://images.amazon.com/images/P/0486284735.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486284735.01.LZZZZZZZ.jpg,Fiction
